Lat,Lon,Anisotropie,Unnamed: 3
75.501,-35.804,0.0,
75.5,-35.798,0.0,
75.499,-35.792,0.0,
75.498,-35.785,0.0,
75.497,-35.779,0.0,
75.49600000000001,-35.773,0.0,
75.49600000000001,-35.766999999999996,0.0,
75.495,-35.760999999999996,0.0,
75.494,-35.755,0.0,
75.493,-35.749,0.0,
75.492,-35.743,0.0,
75.491,-35.736999999999995,0.0,
75.49,-35.731,0.0,
75.48899999999999,-35.725,0.0,
75.48899999999999,-35.719,0.0,
75.488,-35.711999999999996,0.0,
75.487,-35.705999999999996,0.0,
75.486,-35.7,0.0,
75.485,-35.694,0.0,
75.484,-35.688,0.0,
75.483,-35.681999999999995,0.0,
75.483,-35.676,0.0,
75.482,-35.67,0.0,
75.48100000000001,-35.664,0.0,
75.48,-35.658,0.0,
75.479,-35.652,0.0,
75.47800000000001,-35.646,0.0,
75.477,-35.64,0.0,
75.476,-35.634,0.0,
75.475,-35.628,0.0,
75.47399999999999,-35.622,0.0,
75.473,-35.616,0.0,
75.473,-35.61,0.0,
75.472,-35.604,0.0,
75.471,-35.598,0.0,
75.47,-35.592,0.0,
75.469,-35.586,0.0,
75.468,-35.58,0.0,
75.467,-35.573,0.0,
75.46600000000001,-35.567,0.0,
75.46600000000001,-35.561,0.0,
75.465,-35.555,0.0,
75.464,-35.549,0.0,
75.46300000000001,-35.543,0.0,
75.462,-35.537,0.0,
75.461,-35.531,0.0,
75.46,-35.525,0.0,
75.459,-35.519,0.0,
75.458,-35.513000000000005,0.0,
75.458,-35.507,0.0,
75.457,-35.501,0.0,
75.456,-35.495,0.0,
75.455,-35.489000000000004,0.0,
75.454,-35.483000000000004,0.0,
75.453,-35.477,0.0,
75.452,-35.471,0.0,
75.45100000000001,-35.465,0.0,
75.45,-35.459,0.0,
75.45,-35.453,0.0,
75.449,-35.446999999999996,0.0,
75.44800000000001,-35.441,0.0,
75.447,-35.435,0.0,
75.446,-35.429,0.0,
75.445,-35.423,0.0,
75.444,-35.417,0.0,
75.443,-35.411,0.0,
75.442,-35.405,0.15536,
75.442,-35.399,0.0,
75.441,-35.393,0.0,
75.513,-35.666,0.15355,
75.512,-35.664,0.15639,
75.512,-35.662,0.15875999999999998,
75.51100000000001,-35.66,0.16823,
75.51,-35.658,0.18007,
75.509,-35.656,0.1946,
75.509,-35.654,0.20139,
75.508,-35.652,0.22365,
75.507,-35.65,0.23501999999999998,
75.507,-35.648,0.23643000000000003,
75.506,-35.646,0.23874,
75.505,-35.644,0.2497,
75.505,-35.641999999999996,0.24059,
75.50399999999999,-35.64,0.24606,
75.503,-35.638000000000005,0.24750999999999998,
75.502,-35.635999999999996,0.25074,
75.502,-35.634,0.25190999999999997,
75.501,-35.632,0.2549,
75.5,-35.631,0.25951,
75.5,-35.629,0.26136,
75.499,-35.626999999999995,0.26413000000000003,
75.498,-35.625,0.2692,
75.497,-35.623000000000005,0.27244,
75.497,-35.621,0.2729,
75.49600000000001,-35.619,0.2752,
75.495,-35.617,0.27693,
75.495,-35.615,0.2752,
75.494,-35.613,0.2752,
75.493,-35.611,0.27374,
75.492,-35.609,0.27013000000000004,
75.492,-35.607,0.25628,
75.491,-35.605,0.24474,
75.49,-35.603,0.23828000000000002,
75.49,-35.601,0.2272,
75.48899999999999,-35.599000000000004,0.21197,
75.488,-35.597,0.20228,
75.488,-35.595,0.1912,
75.487,-35.593,0.17735,
75.486,-35.591,0.17182,
75.485,-35.589,0.16196,
75.485,-35.586999999999996,0.15504,
75.484,-35.585,0.15197,
75.483,-35.583,0.14439000000000002,
75.483,-35.580999999999996,0.13907,
75.482,-35.579,0.13534000000000002,
75.48100000000001,-35.577,0.13002,
75.48100000000001,-35.575,0.0,
75.48,-35.573,0.12846,
75.479,-35.571,0.12575999999999998,
75.47800000000001,-35.569,0.0,
75.47800000000001,-35.567,0.12372000000000001,
75.477,-35.565,0.0,
75.476,-35.563,0.12304000000000001,
75.476,-35.561,0.12169,
75.475,-35.559,0.12067,
75.47399999999999,-35.556999999999995,0.12067,
75.473,-35.555,0.12067,
75.473,-35.553000000000004,0.12067,
75.472,-35.551,0.12067,
75.471,-35.549,0.12100999999999999,
75.471,-35.547,0.12100999999999999,
75.47,-35.545,0.12100999999999999,
75.469,-35.543,0.12100999999999999,
75.469,-35.542,0.12135,
75.468,-35.54,0.12169,
75.467,-35.538000000000004,0.12169,
75.46600000000001,-35.536,0.0,
75.46600000000001,-35.534,0.12236,
75.465,-35.532,0.12236,
75.464,-35.53,0.12236,
75.464,-35.528,0.12215999999999999,
75.46300000000001,-35.525999999999996,0.12135,
75.462,-35.524,0.12100999999999999,
75.461,-35.522,0.11975,
75.461,-35.52,0.0,
75.46,-35.518,0.12100999999999999,
75.459,-35.516,0.12169,
75.459,-35.514,0.12005,
75.458,-35.512,0.11694,
75.457,-35.51,0.11552,
75.456,-35.508,0.11462,
75.456,-35.506,0.11400999999999999,
75.455,-35.504,0.11613,
75.454,-35.501999999999995,0.11400999999999999,
75.454,-35.5,0.11457,
75.453,-35.498000000000005,0.11490999999999998,
75.452,-35.496,0.11525,
75.452,-35.494,0.12155999999999999,
75.45100000000001,-35.492,0.11930999999999999,
75.45,-35.49,0.11897999999999999,
75.449,-35.488,0.11673,
75.449,-35.486,0.11914000000000001,
75.44800000000001,-35.484,0.11796,
75.447,-35.483000000000004,0.11945,
75.447,-35.481,0.1183,
75.446,-35.479,0.11522,
75.445,-35.477,0.11824000000000001,
75.444,-35.475,0.11824000000000001,
75.444,-35.473,0.12135,
75.443,-35.471,0.12439000000000001,
75.442,-35.469,0.12575,
75.442,-35.467,0.12399,
75.441,-35.465,0.12433,
75.44,-35.463,0.12548,
75.439,-35.461,0.12947999999999998,
75.439,-35.459,0.12734,
75.438,-35.457,0.12868,
75.437,-35.455,0.13219,
75.437,-35.453,0.13302999999999998,
75.436,-35.451,0.13252,
75.435,-35.45,0.13285999999999998,
75.435,-35.448,0.13182,
75.434,-35.446,0.13438,
75.433,-35.444,0.13806,
75.432,-35.442,0.1384,
75.432,-35.44,0.13907,
75.431,-35.438,0.14040999999999998,
75.43,-35.436,0.14027,
75.43,-35.434,0.14329,
75.429,-35.431999999999995,0.14543,
75.428,-35.43,0.14543,
75.42699999999999,-35.428000000000004,0.14631,
75.42699999999999,-35.426,0.15325,
75.426,-35.424,0.15481,
75.425,-35.423,0.15716,
75.425,-35.421,0.15548,
75.42399999999999,-35.419000000000004,0.15254,
75.423,-35.417,0.15247,
75.422,-35.415,0.15045999999999998,
75.422,-35.413000000000004,0.15045999999999998,
75.421,-35.411,0.15045999999999998,
75.42,-35.409,0.15003,
75.42,-35.407,0.14979,
75.419,-35.405,0.14912,
75.418,-35.403,0.1448,
75.417,-35.400999999999996,0.14852,
75.417,-35.399,0.14543,
75.416,-35.397,0.1454,
75.415,-35.395,0.14309000000000002,
75.415,-35.393,0.14275,
75.414,-35.391,0.14148,
75.413,-35.389,0.14074,
75.41199999999999,-35.387,0.13797,
75.41199999999999,-35.385999999999996,0.1384,
75.411,-35.384,0.13572,
75.41,-35.382,0.13371,
75.41,-35.38,0.1342,
75.40899999999999,-35.378,0.13351,
75.408,-35.376,0.13329000000000002,
75.408,-35.374,0.13169,
75.407,-35.372,0.13055,
75.406,-35.37,0.12895,
75.405,-35.368,0.12804000000000001,
75.405,-35.366,0.12780999999999998,
75.404,-35.364000000000004,0.1269,
75.403,-35.361999999999995,0.12599000000000002,
75.403,-35.36,0.12508,
75.402,-35.358000000000004,0.12347999999999999,
75.40100000000001,-35.356,0.12211,
75.4,-35.354,0.12052,
75.4,-35.353,0.11915,
75.399,-35.351,0.11732999999999999,
75.398,-35.349000000000004,0.0,
75.39699999999999,-35.347,0.0,
75.39699999999999,-35.345,0.18554,
75.396,-35.343,0.18735,
75.395,-35.341,0.19279000000000002,
75.395,-35.339,0.19399,
75.39399999999999,-35.336999999999996,0.19822,
75.393,-35.335,0.19984000000000002,
75.393,-35.333,0.20160999999999998,
75.392,-35.330999999999996,0.20267000000000002,
75.391,-35.329,0.20373,
75.39,-35.327,0.20656,
75.39,-35.325,0.20904,
75.389,-35.323,0.2124,
75.388,-35.321,0.21611,
75.388,-35.319,0.21929,
75.387,-35.318000000000005,0.22232,
75.38600000000001,-35.316,0.22461,
75.385,-35.314,0.22613000000000003,
75.385,-35.312,0.22637,
75.384,-35.31,0.22743000000000002,
75.383,-35.308,0.22671999999999998,
75.383,-35.306,0.22707,
75.382,-35.304,0.22707,
75.381,-35.302,0.22707,
75.38,-35.3,0.22707,
75.38,-35.298,0.22637,
75.37899999999999,-35.296,0.22601,
75.378,-35.294000000000004,0.22530999999999998,
75.378,-35.293,0.22495,
75.377,-35.291,0.22530999999999998,
75.376,-35.289,0.22530999999999998,
75.376,-35.287,0.2246,
75.375,-35.285,0.22354000000000002,
75.374,-35.283,0.22354000000000002,
75.373,-35.281,0.22177,
75.373,-35.279,0.22105999999999998,
75.372,-35.277,0.22035,
75.37100000000001,-35.275,0.0,
75.37100000000001,-35.273,0.21788000000000002,
75.37,-35.271,0.21788000000000002,
75.369,-35.269,0.21824000000000002,
75.368,-35.266999999999996,0.21753000000000003,
75.368,-35.265,0.21824000000000002,
75.367,-35.263000000000005,0.21824000000000002,
75.366,-35.260999999999996,0.21824000000000002,
75.366,-35.259,0.21648,
75.365,-35.257,0.21677,
75.36399999999999,-35.255,0.2153,
75.36399999999999,-35.253,0.21470999999999998,
75.363,-35.251,0.21383000000000002,
75.362,-35.249,0.21354,
75.361,-35.248000000000005,0.21266,
75.361,-35.246,0.21266,
75.36,-35.244,0.21176999999999999,
75.359,-35.242,0.21148000000000003,
75.358,-35.24,0.21089000000000002,
75.358,-35.238,0.2106,
75.357,-35.236,0.20970999999999998,
75.35600000000001,-35.234,0.20913,
75.35600000000001,-35.232,0.20854,
75.355,-35.23,0.20824,
75.354,-35.229,0.20706999999999998,
75.35300000000001,-35.227,0.20706999999999998,
75.35300000000001,-35.225,0.20648000000000002,
75.352,-35.223,0.20648000000000002,
75.351,-35.221,0.20589000000000002,
75.351,-35.219,0.20501,
75.35,-35.217,0.0,
75.34899999999999,-35.215,0.20295,
75.348,-35.213,0.20235999999999998,
75.348,-35.211,0.20089,
75.347,-35.209,0.20001,
75.346,-35.207,0.19883,
75.346,-35.205,0.19735999999999998,
75.345,-35.204,0.19677999999999998,
75.344,-35.202,0.19648,
75.344,-35.2,0.19619,
75.343,-35.198,0.19589,
75.342,-35.196,0.19207,
75.34100000000001,-35.194,0.0,
75.34100000000001,-35.192,0.0,
75.34,-35.19,0.0,
75.339,-35.188,0.0,
75.339,-35.186,0.0,
75.33800000000001,-35.184,0.0,
75.337,-35.181999999999995,0.0,
75.336,-35.181,0.0,
75.336,-35.179,0.0,
75.335,-35.177,0.0,
75.334,-35.175,0.0,
75.334,-35.173,0.0,
75.333,-35.171,0.0,
75.377,-36.025999999999996,0.0,
75.378,-36.033,0.0,
75.38,-36.04,0.0,
75.381,-36.047,0.0,
75.382,-36.054,0.0,
75.383,-36.061,0.0,
75.384,-36.068000000000005,0.0,
75.385,-36.076,0.0,
75.38600000000001,-36.083,0.0,
75.387,-36.09,0.0,
75.388,-36.097,0.0,
75.389,-36.104,0.0,
75.39,-36.111999999999995,0.0,
75.391,-36.119,0.0,
75.392,-36.126,0.0,
75.393,-36.133,0.0,
75.39399999999999,-36.141,0.0,
75.395,-36.148,0.0,
75.396,-36.155,0.0,
75.39699999999999,-36.163000000000004,0.0,
75.398,-36.17,0.0,
75.399,-36.177,0.0,
75.4,-36.184,0.0,
75.40100000000001,-36.192,0.0,
75.402,-36.199,0.0,
75.403,-36.205999999999996,0.0,
75.404,-36.213,0.0,
75.406,-36.221,0.0,
75.407,-36.228,0.0,
75.408,-36.235,0.0,
75.40899999999999,-36.242,0.0,
75.41,-36.249,0.0,
75.411,-36.257,0.0,
75.41199999999999,-36.264,0.0,
75.413,-36.271,0.0,
75.414,-36.279,0.4119,
75.415,-36.286,0.39016999999999996,
75.416,-36.293,0.38685,
75.417,-36.3,0.36421,
75.418,-36.308,0.0,
75.419,-36.315,0.0,
75.42,-36.321999999999996,0.0,
75.421,-36.329,0.0,
75.422,-36.336999999999996,0.0,
75.423,-36.344,0.0,
75.42399999999999,-36.351,0.0,
75.425,-36.358000000000004,0.0,
75.426,-36.366,0.0,
75.42699999999999,-36.373000000000005,0.0,
75.428,-36.38,0.0,
75.429,-36.387,0.0,
75.43,-36.394,0.0,
75.431,-36.402,0.0,
75.432,-36.409,0.0,
75.433,-36.416,0.0,
75.434,-36.424,0.0,
75.435,-36.431,0.0,
75.436,-36.438,0.0,
75.437,-36.445,0.0,
75.438,-36.453,0.0,
75.439,-36.46,0.0,
75.44,-36.467,0.0,
75.441,-36.475,0.0,
75.443,-36.482,0.0,
75.444,-36.489000000000004,0.0,
75.445,-36.496,0.0,
75.446,-36.503,0.0,
75.447,-36.510999999999996,0.0,
75.44800000000001,-36.518,0.0,
75.449,-36.525,0.0,
75.45,-36.533,0.0,
75.45100000000001,-36.54,0.0,
75.452,-36.547,0.0,
75.453,-36.554,0.0,
75.454,-36.561,0.0,
75.455,-36.569,0.0,
75.456,-36.576,0.0,
75.457,-36.583,0.0,
75.458,-36.591,0.0,
75.459,-36.598,0.0,
75.46,-36.605,0.0,
